demand,date,MW_Prediction
32217,2021-08-02 17:05:37,31516.793
32342,2021-08-02 17:10:37,31516.793
32385,2021-08-02 17:15:38,31516.793
32333,2021-08-02 17:20:41,31516.793
32352,2021-08-02 17:25:37,31516.793
32311,2021-08-02 17:30:40,31516.793
32258,2021-08-02 17:35:36,31516.793
32283,2021-08-02 17:40:42,31516.793
32347,2021-08-02 17:45:36,31516.793
32336,2021-08-02 17:50:38,31516.793
32302,2021-08-02 17:55:41,31516.793
32217,2021-08-02 18:00:47,31516.793
32105,2021-08-02 18:05:40,31516.793
32054,2021-08-02 18:10:40,31516.793
31885,2021-08-02 18:15:38,31516.793
31790,2021-08-02 18:20:41,31516.793
31782,2021-08-02 18:25:36,31516.793
31689,2021-08-02 18:30:47,31516.793
31634,2021-08-02 18:35:36,31516.793
31788,2021-08-02 18:40:38,31516.793
31788,2021-08-02 18:45:37,31516.793
31760,2021-08-02 18:50:38,31516.793
31786,2021-08-02 18:55:40,31516.793
31647,2021-08-02 19:00:38,31516.793
31661,2021-08-02 19:05:36,31516.793
31632,2021-08-02 19:10:39,31516.793
31556,2021-08-02 19:15:38,31516.793
31521,2021-08-02 19:20:40,31516.793
31376,2021-08-02 19:25:40,31516.793
31213,2021-08-02 19:30:43,31516.793
31194,2021-08-02 19:35:36,31516.793
31216,2021-08-02 19:40:39,31516.793
31033,2021-08-02 19:45:37,31516.793
30966,2021-08-02 19:50:38,31516.793
30985,2021-08-02 19:55:36,31516.793
30908,2021-08-02 20:00:44,30416.465
30843,2021-08-02 20:05:36,30416.465
30871,2021-08-02 20:10:37,30416.465
30750,2021-08-02 20:15:40,30416.465
30608,2021-08-02 20:20:36,30416.465
30551,2021-08-02 20:25:40,30416.465
30519,2021-08-02 20:30:49,30416.465
30371,2021-08-02 20:35:37,30416.465
30356,2021-08-02 20:40:36,30416.465
30239,2021-08-02 20:45:37,30416.465
30036,2021-08-02 20:50:37,30416.465
29864,2021-08-02 20:55:38,30416.465
29575,2021-08-02 21:00:43,27860.314
29314,2021-08-02 21:05:36,27860.314
29247,2021-08-02 21:10:42,27860.314
29071,2021-08-02 21:15:37,27860.314
28743,2021-08-02 21:20:38,27860.314
28387,2021-08-02 21:25:37,27860.314
28151,2021-08-02 21:30:37,27860.314
27916,2021-08-02 21:35:36,27860.314
27695,2021-08-02 21:40:37,27860.314
27377,2021-08-02 21:45:39,27860.314
27105,2021-08-02 21:50:45,27860.314
26859,2021-08-02 21:55:37,27860.314
26640,2021-08-02 22:00:41,24645.385
26384,2021-08-02 22:05:36,24645.385
26004,2021-08-02 22:10:39,24645.385
25692,2021-08-02 22:15:41,24645.385
25368,2021-08-02 22:20:36,24645.385
25096,2021-08-02 22:25:37,24645.385
24842,2021-08-02 22:30:36,24645.385
24548,2021-08-02 22:35:36,24645.385
24371,2021-08-02 22:40:39,24645.385
24225,2021-08-02 22:45:38,24645.385
23990,2021-08-02 22:50:37,24645.385
23855,2021-08-02 22:55:38,24645.385
23621,2021-08-02 23:00:41,22521.113
23405,2021-08-02 23:05:36,22521.113
23182,2021-08-02 23:10:37,22521.113
23091,2021-08-02 23:15:43,22521.113
22889,2021-08-02 23:20:41,22521.113
22737,2021-08-02 23:25:36,22521.113
22524,2021-08-02 23:30:36,22521.113
22406,2021-08-02 23:35:36,22521.113
22354,2021-08-02 23:40:43,22521.113
22286,2021-08-02 23:45:39,22521.113
22179,2021-08-02 23:50:38,22521.113
22023,2021-08-02 23:55:36,22521.113
21850,2021-08-03 00:00:37,21716.22
21719,2021-08-03 00:05:37,21716.22
21711,2021-08-03 00:10:37,21716.22
21662,2021-08-03 00:15:38,21716.22
21675,2021-08-03 00:20:36,21716.22
21687,2021-08-03 00:25:36,21716.22
21607,2021-08-03 00:30:36,21716.22
21533,2021-08-03 00:35:37,21716.22
21629,2021-08-03 00:40:37,21716.22
21626,2021-08-03 00:45:37,21716.22
21575,2021-08-03 00:50:35,21716.22
21491,2021-08-03 00:55:36,21716.22
21461,2021-08-03 01:00:37,21716.22
21381,2021-08-03 01:05:41,21716.22
21427,2021-08-03 01:10:38,21716.22
21365,2021-08-03 01:15:37,21716.22
21318,2021-08-03 01:20:36,21716.22
21341,2021-08-03 01:25:36,21716.22
21324,2021-08-03 01:30:38,21716.22
21293,2021-08-03 01:35:36,21716.22
21288,2021-08-03 01:40:38,21716.22
21173,2021-08-03 01:45:36,21716.22
21195,2021-08-03 01:50:35,21716.22
21122,2021-08-03 01:55:36,21716.22
21079,2021-08-03 02:00:38,21716.22
21038,2021-08-03 02:05:37,21716.22
20953,2021-08-03 02:10:37,21716.22
20915,2021-08-03 02:15:37,21716.22
20883,2021-08-03 02:20:37,21716.22
20902,2021-08-03 02:25:36,21716.22
20943,2021-08-03 02:30:36,21716.22
20981,2021-08-03 02:35:36,21716.22
21015,2021-08-03 02:40:37,21716.22
21014,2021-08-03 02:45:38,21716.22
21008,2021-08-03 02:50:36,21716.22
21036,2021-08-03 02:55:37,21716.22
21058,2021-08-03 03:00:38,21716.22
21064,2021-08-03 03:05:36,21716.22
21119,2021-08-03 03:10:38,21716.22
21145,2021-08-03 03:15:36,21716.22
21137,2021-08-03 03:20:36,21716.22
21155,2021-08-03 03:25:36,21716.22
21106,2021-08-03 03:30:36,21716.22
21031,2021-08-03 03:35:36,21716.22
21037,2021-08-03 03:40:40,21716.22
21129,2021-08-03 03:45:36,21716.22
21149,2021-08-03 03:50:36,21716.22
21171,2021-08-03 03:55:37,21716.22
21184,2021-08-03 04:00:36,21716.22
21227,2021-08-03 04:05:37,21716.22
21323,2021-08-03 04:10:38,21716.22
21455,2021-08-03 04:15:37,21716.22
21501,2021-08-03 04:20:37,21716.22
21510,2021-08-03 04:25:36,21716.22
21486,2021-08-03 04:30:36,21716.22
21524,2021-08-03 04:35:36,21716.22
21698,2021-08-03 04:40:38,21716.22
21861,2021-08-03 04:45:37,21716.22
21964,2021-08-03 04:50:36,21716.22
22105,2021-08-03 04:55:37,21716.22
22174,2021-08-03 05:00:39,22882.39
22301,2021-08-03 05:05:36,22882.39
22561,2021-08-03 05:10:38,22882.39
22983,2021-08-03 05:15:37,22882.39
23182,2021-08-03 05:20:37,22882.39
23399,2021-08-03 05:25:36,22882.39
23682,2021-08-03 05:30:41,22882.39
23832,2021-08-03 05:35:36,22882.39
24122,2021-08-03 05:40:40,22882.39
24461,2021-08-03 05:45:37,22882.39
24698,2021-08-03 05:50:36,22882.39
24948,2021-08-03 05:55:36,22882.39
25305,2021-08-03 06:00:37,26573.191
25576,2021-08-03 06:05:36,26573.191
26075,2021-08-03 06:10:39,26573.191
26536,2021-08-03 06:15:37,26573.191
26810,2021-08-03 06:20:39,26573.191
27024,2021-08-03 06:25:37,26573.191
27303,2021-08-03 06:30:37,26573.191
27572,2021-08-03 06:35:36,26573.191
27662,2021-08-03 06:40:39,26573.191
27875,2021-08-03 06:45:36,26573.191
28076,2021-08-03 06:50:37,26573.191
28277,2021-08-03 06:55:36,26573.191
28486,2021-08-03 07:00:37,29960.795
28724,2021-08-03 07:05:35,29960.795
29007,2021-08-03 07:10:38,29960.795
29202,2021-08-03 07:15:36,29960.795
29288,2021-08-03 07:20:36,29960.795
29391,2021-08-03 07:25:35,29960.795
29479,2021-08-03 07:30:41,29960.795
29591,2021-08-03 07:35:36,29960.795
29657,2021-08-03 07:40:38,29960.795
29694,2021-08-03 07:45:38,29960.795
29734,2021-08-03 07:50:35,29960.795
29777,2021-08-03 07:55:36,29960.795
29729,2021-08-03 08:00:37,29713.066
29732,2021-08-03 08:05:36,29713.066
29797,2021-08-03 08:10:38,29713.066
29758,2021-08-03 08:15:37,29713.066
29761,2021-08-03 08:20:37,29713.066
29629,2021-08-03 08:25:36,29713.066
29602,2021-08-03 08:30:36,29713.066
29542,2021-08-03 08:35:36,29713.066
29293,2021-08-03 08:40:37,29713.066
29202,2021-08-03 08:45:36,29713.066
29127,2021-08-03 08:50:37,29713.066
29008,2021-08-03 08:55:36,29713.066
28941,2021-08-03 09:00:38,29713.066
28834,2021-08-03 09:05:36,29713.066
28720,2021-08-03 09:10:39,29713.066
28676,2021-08-03 09:15:36,29713.066
28636,2021-08-03 09:20:36,29713.066
28650,2021-08-03 09:25:36,29713.066
28675,2021-08-03 09:30:38,29713.066
28563,2021-08-03 09:35:35,29713.066
28560,2021-08-03 09:40:39,29713.066
28492,2021-08-03 09:45:37,29713.066
28403,2021-08-03 09:50:37,29713.066
28362,2021-08-03 09:55:36,29713.066
28323,2021-08-03 10:00:39,29713.066
28254,2021-08-03 10:05:36,29713.066
28236,2021-08-03 10:10:36,29713.066
28342,2021-08-03 10:15:36,29713.066
28185,2021-08-03 10:20:37,29713.066
28038,2021-08-03 10:25:36,29713.066
27908,2021-08-03 10:30:37,29713.066
27854,2021-08-03 10:35:36,29713.066
27888,2021-08-03 10:40:39,29713.066
27907,2021-08-03 10:45:36,29713.066
27940,2021-08-03 10:50:37,29713.066
27952,2021-08-03 10:55:37,29713.066
27960,2021-08-03 11:00:37,29713.066
27953,2021-08-03 11:05:36,29713.066
28082,2021-08-03 11:10:37,29713.066
28165,2021-08-03 11:15:37,29713.066
28196,2021-08-03 11:20:37,29713.066
28251,2021-08-03 11:25:37,29713.066
28245,2021-08-03 11:30:38,29713.066
28140,2021-08-03 11:35:36,29713.066
28073,2021-08-03 11:40:37,29713.066
28039,2021-08-03 11:45:37,29713.066
28051,2021-08-03 11:50:38,29713.066
28135,2021-08-03 11:55:37,29713.066
28162,2021-08-03 12:00:41,29713.066
28181,2021-08-03 12:05:36,29713.066
28116,2021-08-03 12:10:38,29713.066
28085,2021-08-03 12:15:39,29713.066
28039,2021-08-03 12:20:37,29713.066
28007,2021-08-03 12:25:36,29713.066
27921,2021-08-03 12:30:38,29713.066
27838,2021-08-03 12:35:37,29713.066
27821,2021-08-03 12:40:40,29713.066
27778,2021-08-03 12:45:37,29713.066
27820,2021-08-03 12:50:36,29713.066
27856,2021-08-03 12:55:36,29713.066
27856,2021-08-03 13:00:36,29713.066
27843,2021-08-03 13:05:37,29713.066
27928,2021-08-03 13:10:38,29713.066
27968,2021-08-03 13:15:37,29713.066
27946,2021-08-03 13:20:38,29713.066
27958,2021-08-03 13:25:37,29713.066
27919,2021-08-03 13:30:37,29713.066
27912,2021-08-03 13:35:38,29713.066
27932,2021-08-03 13:40:37,29713.066
27910,2021-08-03 13:45:37,29713.066
27938,2021-08-03 13:50:39,29713.066
27939,2021-08-03 13:55:36,29713.066
27877,2021-08-03 14:00:37,29713.066
27954,2021-08-03 14:05:36,29713.066
27990,2021-08-03 14:10:40,29713.066
28043,2021-08-03 14:15:37,29713.066
28158,2021-08-03 14:20:38,29713.066
28218,2021-08-03 14:25:37,29713.066
28290,2021-08-03 14:30:36,29713.066
28311,2021-08-03 14:35:36,29713.066
28409,2021-08-03 14:40:37,29713.066
28452,2021-08-03 14:45:38,29713.066
28538,2021-08-03 14:50:38,29713.066
28740,2021-08-03 14:55:36,29713.066
28869,2021-08-03 15:00:37,29906.393
28879,2021-08-03 15:05:36,29906.393
29036,2021-08-03 15:10:39,29906.393
29083,2021-08-03 15:15:37,29906.393
29150,2021-08-03 15:20:38,29906.393
29241,2021-08-03 15:25:36,29906.393
29377,2021-08-03 15:30:37,29906.393
29517,2021-08-03 15:35:37,29906.393
29566,2021-08-03 15:40:43,29906.393
29689,2021-08-03 15:45:36,29906.393
29877,2021-08-03 15:50:38,29906.393
30082,2021-08-03 15:55:37,29906.393
30203,2021-08-03 16:00:41,31315.883
30262,2021-08-03 16:05:37,31315.883
30408,2021-08-03 16:10:50,31315.883
30408,2021-08-03 16:16:34,31315.883
30700,2021-08-03 16:20:53,31315.883
30974,2021-08-03 16:25:41,31315.883
31150,2021-08-03 16:30:47,31315.883
31266,2021-08-03 16:35:38,31315.883
31266,2021-08-03 16:41:35,31315.883
31441,2021-08-03 16:46:21,31315.883
31458,2021-08-03 16:50:38,31315.883
31522,2021-08-03 16:55:36,31315.883
31534,2021-08-03 17:00:37,31516.793
31513,2021-08-03 17:05:37,31516.793
31639,2021-08-03 17:11:09,31516.793
31673,2021-08-03 17:15:44,31516.793
31636,2021-08-03 17:20:47,31516.793
31645,2021-08-03 17:25:36,31516.793
31738,2021-08-03 17:30:39,31516.793
31761,2021-08-03 17:35:36,31516.793
31764,2021-08-03 17:40:43,31516.793
31764,2021-08-03 17:46:34,31516.793
31719,2021-08-03 17:50:50,31516.793
31724,2021-08-03 17:55:36,31516.793
31742,2021-08-03 18:00:38,31516.793
31737,2021-08-03 18:05:37,31516.793
31774,2021-08-03 18:11:34,31516.793
31774,2021-08-03 18:16:35,31516.793
31866,2021-08-03 18:20:43,31516.793
31901,2021-08-03 18:25:39,31516.793
31866,2021-08-03 18:30:41,31516.793
31764,2021-08-03 18:35:36,31516.793
31862,2021-08-03 18:41:28,31516.793
31862,2021-08-03 18:46:35,31516.793
31741,2021-08-03 18:50:37,31516.793
31740,2021-08-03 18:55:36,31516.793
31531,2021-08-03 19:00:37,31516.793
31439,2021-08-03 19:05:37,31516.793
31332,2021-08-03 19:10:58,31516.793
31153,2021-08-03 19:16:01,31516.793
31053,2021-08-03 19:21:19,31516.793
30973,2021-08-03 19:25:37,31516.793
30914,2021-08-03 19:30:37,31516.793
30920,2021-08-03 19:35:37,31516.793
30939,2021-08-03 19:41:24,31516.793
30897,2021-08-03 19:45:41,31516.793
30905,2021-08-03 19:51:33,31516.793
30886,2021-08-03 19:55:36,31516.793
30882,2021-08-03 20:00:41,30416.465
30859,2021-08-03 20:05:36,30416.465
30895,2021-08-03 20:11:31,30416.465
30842,2021-08-03 20:16:09,30416.465
30769,2021-08-03 20:20:48,30416.465
30769,2021-08-03 20:26:37,30416.465
30581,2021-08-03 20:30:37,30416.465
30498,2021-08-03 20:35:37,30416.465
30311,2021-08-03 20:41:02,30416.465
30088,2021-08-03 20:46:18,30416.465
29953,2021-08-03 20:50:44,30416.465
29764,2021-08-03 20:55:37,30416.465
29548,2021-08-03 21:00:40,27860.314
29375,2021-08-03 21:05:36,27860.314
29336,2021-08-03 21:11:12,27860.314
29160,2021-08-03 21:15:41,27860.314
28909,2021-08-03 21:20:47,27860.314
28616,2021-08-03 21:25:37,27860.314
28357,2021-08-03 21:30:37,27860.314
28111,2021-08-03 21:35:36,27860.314
28111,2021-08-03 21:41:34,27860.314
28111,2021-08-03 21:46:34,27860.314
27288,2021-08-03 21:51:08,27860.314
27011,2021-08-03 21:55:37,27860.314
26745,2021-08-03 22:00:42,24645.385
26438,2021-08-03 22:05:36,24645.385
26009,2021-08-03 22:10:45,24645.385
25642,2021-08-03 22:15:38,24645.385
25401,2021-08-03 22:20:39,24645.385
25282,2021-08-03 22:25:39,24645.385
25036,2021-08-03 22:30:39,24645.385
24822,2021-08-03 22:35:36,24645.385
24683,2021-08-03 22:40:39,24645.385
24425,2021-08-03 22:45:37,24645.385
24169,2021-08-03 22:50:36,24645.385
23958,2021-08-03 22:55:36,24645.385
23757,2021-08-03 23:00:39,22521.113
23594,2021-08-03 23:05:36,22521.113
23372,2021-08-03 23:10:37,22521.113
23213,2021-08-03 23:15:37,22521.113
23055,2021-08-03 23:20:41,22521.113
22916,2021-08-03 23:25:37,22521.113
22765,2021-08-03 23:30:36,22521.113
22650,2021-08-03 23:35:36,22521.113
22630,2021-08-03 23:40:37,22521.113
22543,2021-08-03 23:45:37,22521.113
22433,2021-08-03 23:50:38,22521.113
22353,2021-08-03 23:55:36,22521.113
22190,2021-08-04 00:00:38,21716.22
22098,2021-08-04 00:05:36,21716.22
22072,2021-08-04 00:10:37,21716.22
22045,2021-08-04 00:15:37,21716.22
21987,2021-08-04 00:20:41,21716.22
22079,2021-08-04 00:25:36,21716.22
22005,2021-08-04 00:30:36,21716.22
21953,2021-08-04 00:35:36,21716.22
22003,2021-08-04 00:40:39,21716.22
22050,2021-08-04 00:45:37,21716.22
21959,2021-08-04 00:50:36,21716.22
21675,2021-08-04 00:55:35,21716.22
21567,2021-08-04 01:00:38,21716.22
21490,2021-08-04 01:05:37,21716.22
21632,2021-08-04 01:10:38,21716.22
21620,2021-08-04 01:15:36,21716.22
21728,2021-08-04 01:20:38,21716.22
21703,2021-08-04 01:25:37,21716.22
21671,2021-08-04 01:30:38,21716.22
21619,2021-08-04 01:35:36,21716.22
21580,2021-08-04 01:40:40,21716.22
21495,2021-08-04 01:45:37,21716.22
21436,2021-08-04 01:50:36,21716.22
21362,2021-08-04 01:55:36,21716.22
21181,2021-08-04 02:00:48,21716.22
21048,2021-08-04 02:05:36,21716.22
21177,2021-08-04 02:10:37,21716.22
21179,2021-08-04 02:15:36,21716.22
21329,2021-08-04 02:20:36,21716.22
21378,2021-08-04 02:25:36,21716.22
21366,2021-08-04 02:30:37,21716.22
21314,2021-08-04 02:35:37,21716.22
21298,2021-08-04 02:40:37,21716.22
21275,2021-08-04 02:45:37,21716.22
21269,2021-08-04 02:50:36,21716.22
21295,2021-08-04 02:55:36,21716.22
21340,2021-08-04 03:00:40,21716.22
21343,2021-08-04 03:05:36,21716.22
21360,2021-08-04 03:10:37,21716.22
21390,2021-08-04 03:15:37,21716.22
21353,2021-08-04 03:20:36,21716.22
21381,2021-08-04 03:25:36,21716.22
21382,2021-08-04 03:30:39,21716.22
21346,2021-08-04 03:35:36,21716.22
21335,2021-08-04 03:40:38,21716.22
21348,2021-08-04 03:45:36,21716.22
21322,2021-08-04 03:50:37,21716.22
21321,2021-08-04 03:55:37,21716.22
21330,2021-08-04 04:00:37,21716.22
21277,2021-08-04 04:05:36,21716.22
21534,2021-08-04 04:10:38,21716.22
21725,2021-08-04 04:15:36,21716.22
21746,2021-08-04 04:20:36,21716.22
21743,2021-08-04 04:25:37,21716.22
21770,2021-08-04 04:30:36,21716.22
21737,2021-08-04 04:35:36,21716.22
21782,2021-08-04 04:40:38,21716.22
21819,2021-08-04 04:45:36,21716.22
21749,2021-08-04 04:50:36,21716.22
21777,2021-08-04 04:55:37,21716.22
21955,2021-08-04 05:00:37,22882.39
21999,2021-08-04 05:05:37,22882.39
22160,2021-08-04 05:10:36,22882.39
22523,2021-08-04 05:15:36,22882.39
22781,2021-08-04 05:20:39,22882.39
22984,2021-08-04 05:25:36,22882.39
23281,2021-08-04 05:30:37,22882.39
23484,2021-08-04 05:35:36,22882.39
23709,2021-08-04 05:40:40,22882.39
24013,2021-08-04 05:45:35,22882.39
24277,2021-08-04 05:50:36,22882.39
24567,2021-08-04 05:55:35,22882.39
24817,2021-08-04 06:00:38,26573.191
25083,2021-08-04 06:05:36,26573.191
25546,2021-08-04 06:10:37,26573.191
25825,2021-08-04 06:15:36,26573.191
26149,2021-08-04 06:20:38,26573.191
26376,2021-08-04 06:25:45,26573.191
26640,2021-08-04 06:30:42,26573.191
26709,2021-08-04 06:35:35,26573.191
26757,2021-08-04 06:40:36,26573.191
26896,2021-08-04 06:45:36,26573.191
27003,2021-08-04 06:50:36,26573.191
27187,2021-08-04 06:55:37,26573.191
27350,2021-08-04 07:00:39,29960.795
27488,2021-08-04 07:05:37,29960.795
27824,2021-08-04 07:10:39,29960.795
28155,2021-08-04 07:15:36,29960.795
28341,2021-08-04 07:20:36,29960.795
28448,2021-08-04 07:25:37,29960.795
28506,2021-08-04 07:30:36,29960.795
28492,2021-08-04 07:35:36,29960.795
28556,2021-08-04 07:40:37,29960.795
28492,2021-08-04 07:45:36,29960.795
28491,2021-08-04 07:50:38,29960.795
28526,2021-08-04 07:55:36,29960.795
28556,2021-08-04 08:00:37,29713.066
28558,2021-08-04 08:05:36,29713.066
28571,2021-08-04 08:10:36,29713.066
28516,2021-08-04 08:15:37,29713.066
28491,2021-08-04 08:20:37,29713.066
28428,2021-08-04 08:25:36,29713.066
28365,2021-08-04 08:30:42,29713.066
28180,2021-08-04 08:35:36,29713.066
27989,2021-08-04 08:40:37,29713.066
27901,2021-08-04 08:45:37,29713.066
27853,2021-08-04 08:50:36,29713.066
27842,2021-08-04 08:55:37,29713.066
27735,2021-08-04 09:00:37,29713.066
27697,2021-08-04 09:05:37,29713.066
27543,2021-08-04 09:10:37,29713.066
27552,2021-08-04 09:15:37,29713.066
27540,2021-08-04 09:20:38,29713.066
27412,2021-08-04 09:25:37,29713.066
27364,2021-08-04 09:30:37,29713.066
27271,2021-08-04 09:35:38,29713.066
27164,2021-08-04 09:40:39,29713.066
27120,2021-08-04 09:45:36,29713.066
27108,2021-08-04 09:50:36,29713.066
27111,2021-08-04 09:55:36,29713.066
27049,2021-08-04 10:00:40,29713.066
